#{"t_start": 1749313503.6084454, "env_id": "None"}
r,l,t
100.0,35,941.287903
100.0,29,941.906029
100.0,17,942.269058
100.0,43,943.133045
100.0,25,943.663866
100.0,17,944.011418
100.0,26,944.536589
100.0,32,945.183902
100.0,14,945.475611
100.0,41,946.296623
100.0,13,946.563431
100.0,10,946.766733
100.0,38,947.524122
100.0,48,948.493228
100.0,17,948.831459
100.0,19,949.219969
100.0,48,950.179066
100.0,17,950.523741
100.0,23,950.997509
100.0,8,951.168683
100.0,7,951.323233
100.0,26,951.836339
100.0,15,952.165519
100.0,10,952.385623
100.0,39,953.217864
100.0,26,953.768922
100.0,16,954.114325
100.0,8,954.286488
100.0,21,954.736364
100.0,8,954.915359
100.0,23,955.398719
100.0,16,955.732223
100.0,41,956.677533
100.0,37,960.143885
100.0,31,960.857764
100.0,54,962.139995
100.0,17,962.53943
100.0,35,963.363243
100.0,6,963.51283
100.0,7,963.673846
-100.0,9,963.8865
100.0,20,964.297913
100.0,15,964.653349
100.0,35,965.525032
100.0,25,966.140959
100.0,23,966.696962
100.0,19,967.180688
100.0,11,967.433358
100.0,8,967.622462
100.0,18,968.033673
100.0,15,968.375472
100.0,1,968.412728
100.0,7,968.575088
100.0,40,969.543012
100.0,40,970.513664
100.0,32,971.319595
-100.0,64,972.886759
100.0,16,973.271994
100.0,20,973.774092
100.0,16,974.158487
100.0,29,974.854988
100.0,8,975.04339
100.0,7,975.21329
-100.0,30,975.907044
100.0,12,976.183384
100.0,29,976.837811
100.0,71,978.541087
100.0,10,978.786093
100.0,25,979.357137
100.0,20,979.812069
100.0,37,980.67347
100.0,28,981.341331
100.0,22,981.870815
100.0,21,982.356108
100.0,13,982.671385
100.0,11,985.379081
100.0,22,985.901839
100.0,9,986.120128
100.0,20,986.618262
100.0,34,987.397432
100.0,23,987.931384
100.0,9,988.145355
100.0,36,988.979297
100.0,26,989.581011
100.0,28,990.238708
100.0,4,990.33605
100.0,24,990.859674
100.0,22,991.362155
100.0,9,991.572459
100.0,17,991.958983
100.0,41,992.871842
100.0,12,993.153205
-100.0,3,993.231523
100.0,31,993.945723
100.0,47,995.051565
100.0,16,995.423042
100.0,14,995.741126
100.0,8,995.934728
-100.0,32,996.680812
100.0,4,996.779594
100.0,29,997.43601
100.0,46,998.478876
100.0,41,999.388994
100.0,64,1000.827536
100.0,1,1000.859606
100.0,36,1001.723665
100.0,40,1002.772316
100.0,23,1003.361973
100.0,32,1004.168068
100.0,3,1004.244815
100.0,32,1005.014762
100.0,24,1005.613039
100.0,8,1005.806698
100.0,13,1006.120033
100.0,31,1006.814549
100.0,27,1007.466495
100.0,24,1008.02625
100.0,39,1008.907649
100.0,31,1009.643718
100.0,15,1009.989178
100.0,12,1010.260584
100.0,19,1010.743715
100.0,30,1011.533481
100.0,22,1012.111705
100.0,26,1012.748342
100.0,24,1013.336539
100.0,28,1014.003407
100.0,33,1014.786691
100.0,12,1015.095626
100.0,23,1015.646883
100.0,23,1016.174477
100.0,25,1016.752079
100.0,38,1017.672188
100.0,7,1017.840039
100.0,23,1018.380471
100.0,16,1018.749682
100.0,11,1019.009376
100.0,49,1020.178124
100.0,14,1020.525651
100.0,17,1020.96006
100.0,10,1021.220528
100.0,10,1021.466297
100.0,10,1021.716332
100.0,17,1022.107354
100.0,11,1022.373116
100.0,2,1022.423401
-100.0,29,1023.092411
100.0,32,1023.816033
100.0,8,1024.02922
100.0,17,1024.406044
100.0,16,1024.782893
100.0,26,1025.454076
100.0,13,1025.76431
100.0,35,1026.624681
100.0,17,1027.054609
100.0,35,1027.913099
100.0,19,1028.390053
-100.0,19,1028.879095
100.0,11,1029.179654
100.0,10,1029.439364
100.0,32,1030.278274
100.0,16,1030.682575
100.0,31,1031.454386
100.0,9,1031.673369
100.0,36,1032.552662
100.0,8,1032.768482
-100.0,13,1033.094921
100.0,14,1033.435005
100.0,21,1033.944199
100.0,20,1036.868805
-100.0,3,1036.945734
100.0,5,1037.072893
-100.0,27,1037.711723
100.0,7,1037.882968
100.0,5,1038.010062
100.0,36,1038.845165
100.0,22,1039.351289
100.0,15,1039.681492
100.0,17,1040.06647
-100.0,8,1040.253158
100.0,12,1040.530023
100.0,27,1041.149023
100.0,33,1041.880069
