#{"t_start": 1748975210.0677748, "env_id": "None"}
r,l,t,mean_dt,std_dt
100.0,35,5614.394699,0.917815089225769,0.5150728225708008
100.0,9,5614.546226,1.1222376823425293,0.5590773224830627
100.0,29,5615.002827,0.8331670165061951,0.5952967405319214
100.0,29,5615.456937,0.7947685718536377,0.6072540283203125
100.0,5,5615.544462,1.544236421585083,0.6352670788764954
100.0,11,5615.724488,1.1491382122039795,0.3887852728366852
100.0,4,5615.793005,0.8955169916152954,0.4670131504535675
100.0,21,5616.125571,1.0046167373657227,0.47265663743019104
100.0,27,5616.557649,0.9271227717399597,0.5305172204971313
100.0,27,5616.992249,0.8635135293006897,0.552228569984436
100.0,11,5617.168288,0.8142099976539612,0.5575936436653137
-100.0,13,5617.375324,0.7460314035415649,0.5792846083641052
100.0,42,5618.040456,0.8239766955375671,0.6270202994346619
100.0,75,5619.269283,0.7377817630767822,0.5834581255912781
-100.0,45,5619.993716,0.5318336486816406,0.5571269392967224
100.0,17,5620.269278,0.9092985391616821,0.4307132661342621
100.0,23,5620.633849,0.9237862229347229,0.6352811455726624
100.0,13,5620.849908,1.0873349905014038,0.4309593141078949
100.0,47,5621.59408,0.7071696519851685,0.5503772497177124
100.0,3,5621.651084,1.641465187072754,0.7917619943618774
-100.0,21,5621.995165,0.5653784275054932,0.4981478750705719
100.0,27,5622.425797,0.974288821220398,0.515496015548706
100.0,17,5622.71436,0.759034276008606,0.46062153577804565
100.0,14,5622.951402,0.9806526899337769,0.5177650451660156
100.0,10,5623.115433,0.7675006985664368,0.37365567684173584
100.0,15,5623.361991,1.1767518520355225,0.4650765061378479
100.0,49,5624.133631,0.6365642547607422,0.6348360776901245
100.0,17,5624.425257,0.9171432852745056,0.673611044883728
-100.0,5,5624.51077,0.6836293339729309,0.5073494911193848
100.0,26,5624.917653,0.9698800444602966,0.6203630566596985
100.0,14,5625.142697,1.1364582777023315,0.6139330863952637
100.0,10,5625.306755,1.0377237796783447,0.44605618715286255
100.0,34,5625.840351,0.9045925140380859,0.5516262054443359
100.0,21,5626.175442,0.7273868322372437,0.45718517899513245
100.0,41,5626.813559,0.7474364638328552,0.6180293560028076
100.0,17,5627.099129,1.0326496362686157,0.4428187310695648
-100.0,7,5627.212644,1.0318408012390137,0.4733051657676697
100.0,20,5627.542606,1.0256906747817993,0.5859405398368835
100.0,25,5627.959709,1.0591349601745605,0.5409091711044312
100.0,7,5628.078753,1.233734130859375,0.42667973041534424
100.0,30,5628.558367,0.8668785691261292,0.5480439066886902
100.0,1,5628.580884,0.7069454193115234,0.0
100.0,6,5628.680395,0.8629307746887207,0.5260077714920044
100.0,9,5628.834915,1.0818630456924438,0.6047345995903015
100.0,48,5629.591401,0.7274129390716553,0.4516516327857971
100.0,21,5629.942982,0.9985396862030029,0.6485894918441772
100.0,14,5630.167546,0.9885611534118652,0.5874834656715393
100.0,15,5630.412586,1.0505365133285522,0.4759879410266876
100.0,9,5630.567632,1.0616998672485352,0.6605974435806274
100.0,15,5630.818677,1.1990742683410645,0.4181175231933594
100.0,28,5631.271293,0.8951326012611389,0.6275933384895325
100.0,19,5631.587854,0.9869568347930908,0.7247949242591858
100.0,20,5631.908429,1.0425125360488892,0.5584034323692322
100.0,25,5632.311033,0.957969069480896,0.5584941506385803
100.0,16,5632.5766,1.0243074893951416,0.4347172975540161
100.0,32,5633.106756,0.8516327142715454,0.5744497776031494
100.0,73,5634.255929,0.6203140616416931,0.5143327116966248
100.0,32,5634.770912,0.9543769359588623,0.5750253796577454
100.0,33,5635.293525,0.8727680444717407,0.538240909576416
100.0,5,5635.38105,1.1726562976837158,0.7533706426620483
100.0,16,5635.649094,0.9505903124809265,0.576387882232666
100.0,22,5636.000186,0.9788715243339539,0.7184123992919922
100.0,34,5636.54081,0.7262413501739502,0.5309289693832397
100.0,14,5636.765379,1.1397650241851807,0.7520194053649902
100.0,47,5637.508887,0.8131170272827148,0.5426135659217834
100.0,30,5637.993495,0.783301591873169,0.60202556848526
100.0,20,5639.371139,1.0423156023025513,0.5890798568725586
100.0,3,5639.425138,1.38311767578125,0.30291512608528137
-100.0,17,5639.698324,0.80791836977005,0.59682297706604
100.0,25,5640.094415,0.8656157851219177,0.4723224937915802
100.0,37,5640.677635,0.8381088376045227,0.6350657939910889
100.0,7,5640.800153,1.2350032329559326,0.6253512501716614
100.0,19,5641.110224,0.9377193450927734,0.6332409977912903
-100.0,11,5641.286267,0.6090472936630249,0.3888987600803375
100.0,59,5642.206948,0.6260339021682739,0.49332261085510254
100.0,16,5642.469077,1.2214510440826416,0.45450955629348755
100.0,13,5642.689112,1.245950698852539,0.49478140473365784
100.0,30,5643.187709,0.7815565466880798,0.5566216707229614
100.0,28,5643.660659,1.0110669136047363,0.5354138612747192
100.0,37,5644.285274,0.9090889692306519,0.48697468638420105
100.0,3,5644.341275,1.152725100517273,0.1501493602991104
-100.0,5,5644.429799,0.8330809473991394,0.3403507173061371
100.0,18,5644.731346,0.8942210674285889,0.34247708320617676
100.0,10,5644.911389,1.1360390186309814,0.5962923765182495
100.0,25,5645.311772,0.9043315052986145,0.7087083458900452
100.0,21,5645.642041,0.8513364195823669,0.572726309299469
100.0,23,5646.013141,1.0706218481063843,0.6391133069992065
100.0,83,5647.309876,0.7280024290084839,0.6011434197425842
100.0,44,5648.009641,0.8997853994369507,0.6505457162857056
100.0,17,5648.28519,1.0962578058242798,0.5806060433387756
100.0,39,5648.897761,0.9369518756866455,0.5049306154251099
100.0,36,5649.459344,0.7820587754249573,0.45677807927131653
100.0,10,5649.624371,1.0910969972610474,0.7712423205375671
-100.0,13,5649.834404,0.6762686371803284,0.42828962206840515
-100.0,9,5649.985433,0.7941237092018127,0.5723647475242615
100.0,33,5650.511575,0.9624583721160889,0.6066927909851074
100.0,26,5650.924384,0.9971175789833069,0.49175572395324707
100.0,22,5651.277457,0.8737245202064514,0.7021993398666382
100.0,17,5651.56249,0.9947918057441711,0.810694694519043
100.0,8,5651.698522,1.3114676475524902,0.5772321224212646
100.0,61,5652.658821,0.7394453287124634,0.6013129949569702
100.0,11,5652.844859,1.012924313545227,0.5179263353347778
100.0,13,5653.052886,0.957535982131958,0.40381476283073425
-100.0,27,5653.4861,1.0120493173599243,0.5730466842651367
100.0,17,5653.760133,0.9568095207214355,0.6080686450004578
100.0,10,5653.925158,1.0365629196166992,0.517997145652771
100.0,39,5654.556221,0.7725136876106262,0.5427582859992981
100.0,4,5654.626732,1.378084659576416,0.8650598526000977
100.0,38,5655.229834,0.8321773409843445,0.47718533873558044
100.0,6,5655.33835,1.2552714347839355,0.5817898511886597
100.0,12,5655.537385,1.1556979417800903,0.4807930886745453
100.0,29,5656.016966,0.9424875974655151,0.4417530596256256
100.0,29,5656.488544,1.033873200416565,0.5775251984596252
100.0,35,5657.060888,0.911407470703125,0.5602033138275146
100.0,14,5657.29644,1.0947216749191284,0.49843037128448486
-100.0,23,5657.659995,1.0033483505249023,0.5627650022506714
100.0,56,5658.53238,0.625203013420105,0.5315162539482117
100.0,22,5658.877437,0.9341806173324585,0.5238507390022278
-100.0,44,5659.563684,0.8148099780082703,0.5791519284248352
100.0,18,5659.854221,1.025384545326233,0.5735558271408081
100.0,21,5660.200296,1.1097567081451416,0.5543663501739502
100.0,18,5660.500849,1.290040135383606,0.5986859798431396
100.0,15,5660.747887,1.0322682857513428,0.5261406302452087
100.0,58,5661.670549,0.7011765241622925,0.4731266498565674
-100.0,22,5662.023611,1.0047898292541504,0.36600029468536377
100.0,37,5662.606278,0.7884218096733093,0.5987923741340637
100.0,19,5662.919817,1.0548489093780518,0.4063321650028229
100.0,30,5663.399343,0.9204007983207703,0.563249409198761
100.0,16,5663.662376,0.6828319430351257,0.605567216873169
100.0,19,5663.962918,0.9458528757095337,0.7574042081832886
100.0,23,5664.333633,0.9896439909934998,0.5608839988708496
100.0,45,5665.042089,0.8600338697433472,0.666615903377533
100.0,14,5665.268138,0.8100979924201965,0.6686012744903564
100.0,17,5665.545299,0.9862295985221863,0.4947580397129059
