#{"t_start": 1749046409.1910346, "env_id": "None"}
r,l,t
100.0,25,567.05519
100.0,29,567.497661
100.0,27,567.909376
100.0,57,568.786017
100.0,15,569.022987
100.0,22,569.381323
100.0,16,569.633661
100.0,17,569.895847
100.0,30,570.365695
-100.0,10,570.526044
100.0,42,571.179108
100.0,42,571.829668
100.0,25,572.225685
100.0,38,572.816727
100.0,53,574.968183
100.0,41,575.629473
100.0,25,576.030185
100.0,46,576.736859
100.0,56,577.604659
100.0,28,578.035469
100.0,14,578.253572
100.0,19,578.560171
100.0,60,579.465515
100.0,53,580.311725
100.0,24,580.747341
100.0,27,581.158386
100.0,17,581.407764
100.0,52,582.171646
100.0,9,582.310367
100.0,73,583.420479
100.0,27,583.836807
100.0,38,584.422461
100.0,44,585.102287
100.0,18,585.387636
100.0,73,586.510176
100.0,14,586.727103
100.0,21,587.055154
100.0,45,587.765394
100.0,51,588.549375
100.0,18,588.826705
100.0,23,589.179405
100.0,27,589.578915
-100.0,70,590.637843
100.0,9,590.774337
100.0,52,591.559144
100.0,49,592.318506
100.0,21,592.656439
100.0,48,593.380438
100.0,31,593.849294
100.0,29,594.288087
100.0,25,594.668477
100.0,52,595.454951
100.0,27,595.87216
100.0,83,597.162939
100.0,37,597.740795
-100.0,5,597.823414
100.0,25,598.221242
100.0,24,598.593436
100.0,12,598.796266
100.0,15,599.030658
100.0,37,599.619791
100.0,48,600.378645
100.0,33,600.887487
100.0,55,601.718962
100.0,31,602.205571
-100.0,12,602.395447
100.0,33,602.911096
100.0,26,603.30734
100.0,26,603.698665
100.0,57,604.562491
100.0,87,605.877294
100.0,15,606.100584
100.0,9,607.418788
100.0,31,607.917385
100.0,77,609.079591
100.0,59,609.984972
100.0,53,610.807
100.0,35,611.371036
100.0,55,612.229365
100.0,12,612.420715
100.0,15,612.653022
100.0,16,612.916483
100.0,53,613.737738
100.0,39,614.339919
100.0,62,615.304345
100.0,11,615.479584
100.0,34,615.990552
