episode,resultado
109533,llegada
109580,llegada
109657,llegada
109687,llegada
109709,llegada
109780,llegada
109824,llegada
109877,llegada
109903,llegada
109933,llegada
109964,choque
109977,llegada
110047,choque
110108,llegada
110171,llegada
110229,llegada
110255,llegada
110277,llegada
110331,llegada
110359,llegada
110396,llegada
110411,llegada
110461,llegada
110585,llegada
110617,llegada
110673,llegada
110731,llegada
110784,llegada
110812,llegada
110839,llegada
110877,llegada
110919,llegada
110940,llegada
111016,llegada
111036,llegada
111142,llegada
111150,llegada
111203,llegada
111214,llegada
111222,llegada
111239,llegada
111282,llegada
111337,llegada
111346,choque
111367,llegada
111412,llegada
111435,llegada
111459,llegada
111475,llegada
111534,llegada
111580,llegada
111616,llegada
111661,llegada
111691,llegada
111750,llegada
111815,llegada
111875,llegada
111900,llegada
111946,llegada
111959,llegada
112023,llegada
112068,llegada
112135,llegada
112139,choque
112234,llegada
112242,choque
112356,llegada
112369,choque
112399,llegada
112402,choque
112487,llegada
112515,llegada
112536,llegada
112564,llegada
112596,llegada
112652,llegada
112689,llegada
112704,choque
112748,llegada
112768,choque
112807,llegada
112869,llegada
112929,llegada
112945,llegada
112997,llegada
113026,llegada
113042,llegada
113062,llegada
113081,llegada
113087,llegada
113135,llegada
113154,choque
113201,llegada
113247,llegada
113288,llegada
113355,llegada
113391,llegada
113422,llegada
113477,llegada
113510,llegada
113517,choque
113528,llegada
113567,llegada
113660,llegada
113740,llegada
113790,llegada
113815,llegada
113837,llegada
113856,llegada
113887,llegada
113905,llegada
113937,llegada
113950,llegada
113954,llegada
113974,llegada
113983,llegada
114040,llegada
114139,llegada
114147,llegada
114223,llegada
114240,llegada
114301,llegada
114358,llegada
114384,llegada
114473,llegada
114504,llegada
114572,llegada
114598,llegada
114661,llegada
114679,choque
114696,llegada
114729,llegada
114761,llegada
114771,llegada
114848,llegada
114916,llegada
114935,llegada
114948,llegada
114999,llegada
115001,llegada
115007,llegada
115076,llegada
115086,llegada
115092,llegada
115095,llegada
115137,llegada
115168,llegada
115195,llegada
115283,llegada
115336,llegada
115370,llegada
115401,llegada
115444,llegada
115473,llegada
115533,llegada
115562,llegada
115591,llegada
115620,llegada
115656,llegada
115676,llegada
115698,llegada
115767,llegada
115784,llegada
115846,llegada
115892,llegada
115899,llegada
115908,llegada
115948,llegada
116007,llegada
116034,llegada
116089,llegada
116141,llegada
116194,llegada
116241,llegada
116251,llegada
116289,llegada
116297,choque
116340,llegada
116351,llegada
116367,llegada
116443,llegada
116488,llegada
116508,choque
116551,llegada
116556,llegada
116577,llegada
116581,llegada
116599,llegada
116626,llegada
116639,llegada
116668,llegada
116716,llegada
116756,choque
116776,choque
116809,llegada
116851,llegada
116912,llegada
116977,llegada
116986,llegada
117017,llegada
117023,llegada
117039,llegada
117119,llegada
117165,llegada
117230,llegada
117245,llegada
117280,choque
117287,llegada
117311,llegada
117346,llegada
117367,llegada
117382,llegada
117432,llegada
117500,llegada
117504,llegada
117571,llegada
117635,llegada
117670,llegada
117699,llegada
117729,llegada
117748,choque
117759,choque
117786,llegada
117811,llegada
117838,llegada
117867,llegada
117894,choque
117956,llegada
117993,llegada
118025,llegada
118041,llegada
118085,llegada
118115,llegada
118150,llegada
118176,llegada
118224,llegada
118230,llegada
118298,llegada
118357,llegada
118362,choque
118392,llegada
118396,llegada
118442,llegada
118457,llegada
118478,llegada
118528,llegada
118563,llegada
118593,llegada
118606,llegada
118610,llegada
118679,llegada
118698,llegada
118735,llegada
118747,choque
118786,llegada
118814,llegada
118831,llegada
118878,llegada
118892,llegada
118984,llegada
118990,choque
119009,llegada
119031,llegada
119044,llegada
119103,llegada
119159,llegada
119191,llegada
119205,llegada
119251,llegada
119295,llegada
119315,llegada
119336,llegada
119361,llegada
119396,llegada
119408,choque
119447,llegada
119490,llegada
119544,llegada
119565,llegada
119587,llegada
119611,llegada
119671,llegada
119751,llegada
119768,llegada
119792,choque
119810,llegada
119858,llegada
119900,llegada
119926,choque
120013,choque
120081,llegada
120093,llegada
120130,llegada
120179,llegada
120186,llegada
120218,llegada
120275,llegada
120280,llegada
120360,llegada
120400,choque
120473,llegada
120520,llegada
120531,llegada
120560,llegada
120573,llegada
120657,llegada
120664,llegada
120675,llegada
120746,llegada
120755,llegada
120791,llegada
120796,choque
120848,llegada
120854,llegada
120886,llegada
120895,llegada
120911,llegada
120933,llegada
120990,llegada
120998,llegada
121031,llegada
121060,llegada
121098,llegada
121137,llegada
121204,llegada
121241,llegada
121256,llegada
121293,llegada
121326,llegada
121378,choque
121432,llegada
121492,llegada
121548,llegada
121560,llegada
121594,llegada
121658,llegada
121710,llegada
121749,llegada
121816,llegada
121859,llegada
121933,llegada
121953,llegada
121994,llegada
122080,llegada
122097,llegada
122165,llegada
122221,llegada
122269,llegada
122305,llegada
122325,choque
122327,llegada
122372,llegada
122425,llegada
122443,llegada
122459,llegada
122492,llegada
122585,llegada
122651,llegada
122676,llegada
122759,llegada
122785,llegada
122791,llegada
122871,llegada
122877,choque
122899,llegada
122979,llegada
122998,llegada
123036,llegada
123076,llegada
123129,llegada
123156,llegada
123168,llegada
123180,llegada
123193,llegada
123239,llegada
123257,llegada
123266,llegada
123294,llegada
123300,choque
123357,llegada
123376,llegada
123404,llegada
123410,choque
123451,llegada
123469,llegada
