episode,resultado
82122,llegada
82127,choque
82181,llegada
82195,llegada
82212,llegada
82213,llegada
82217,llegada
82268,choque
82312,llegada
82330,llegada
82418,llegada
82445,llegada
82455,llegada
82498,llegada
82538,llegada
82553,llegada
82598,llegada
82624,llegada
82689,llegada
82745,llegada
82813,llegada
82824,llegada
82867,llegada
82900,llegada
82944,llegada
82955,llegada
82988,llegada
83007,llegada
83092,llegada
83139,llegada
83151,llegada
83170,llegada
83253,llegada
83346,llegada
83367,llegada
83418,llegada
83419,llegada
83444,llegada
83454,llegada
83500,llegada
83536,llegada
83559,llegada
83605,llegada
83661,llegada
83710,llegada
83757,llegada
83793,llegada
83836,llegada
83895,llegada
83931,llegada
83949,choque
83973,llegada
84027,llegada
84081,llegada
84112,llegada
84123,llegada
84137,llegada
84148,llegada
84166,llegada
84236,llegada
84267,llegada
84291,llegada
84339,llegada
84344,llegada
84378,llegada
84424,llegada
84451,llegada
84485,llegada
84505,llegada
84532,llegada
84590,llegada
84601,llegada
84623,llegada
84651,llegada
84688,llegada
84766,llegada
84783,llegada
84847,llegada
84886,llegada
84890,llegada
84916,llegada
84944,llegada
84954,llegada
84977,llegada
84994,llegada
85032,llegada
85041,choque
85058,llegada
85102,llegada
85138,llegada
85205,llegada
85207,choque
85226,llegada
85246,llegada
85258,llegada
85262,llegada
85266,llegada
85328,llegada
85385,llegada
85421,llegada
85429,llegada
85457,llegada
85479,llegada
85509,llegada
85526,llegada
85567,llegada
85589,llegada
85631,llegada
85639,llegada
85696,llegada
85753,llegada
85758,llegada
85772,llegada
85812,llegada
85823,llegada
85855,llegada
85913,llegada
86010,llegada
86019,llegada
86096,llegada
86133,llegada
86174,llegada
86200,llegada
86220,llegada
86250,llegada
86276,llegada
86306,llegada
86335,llegada
86362,llegada
86422,llegada
86457,llegada
86475,llegada
86492,llegada
86530,llegada
86569,llegada
86571,llegada
86642,llegada
86645,llegada
86662,llegada
86705,llegada
86718,llegada
86750,llegada
86800,llegada
86827,llegada
86836,llegada
86854,llegada
86873,llegada
86911,llegada
86941,llegada
86970,llegada
86982,llegada
87017,llegada
87037,llegada
87045,choque
87062,llegada
87105,llegada
87140,llegada
87159,choque
87176,llegada
87205,llegada
87257,llegada
87272,llegada
87281,llegada
87311,llegada
87319,choque
87329,llegada
87368,llegada
87422,llegada
87478,llegada
87489,llegada
87505,llegada
87522,llegada
87576,llegada
87618,llegada
87643,llegada
87649,llegada
87672,llegada
87694,llegada
87696,choque
87723,llegada
87764,llegada
87792,llegada
87816,llegada
87825,llegada
87875,llegada
87917,llegada
87943,llegada
87994,llegada
88020,llegada
88040,llegada
88116,llegada
88156,llegada
88182,llegada
88212,llegada
88235,llegada
88293,llegada
88313,llegada
88342,llegada
88380,llegada
88440,llegada
88453,choque
88475,choque
88507,choque
88515,choque
88519,llegada
88541,llegada
88587,llegada
88602,llegada
88645,llegada
88665,llegada
88703,llegada
88723,llegada
88748,llegada
88796,llegada
88813,llegada
88840,llegada
88859,llegada
88894,llegada
88912,llegada
88949,llegada
88955,choque
88991,llegada
89004,llegada
89007,llegada
89028,llegada
89048,llegada
89079,llegada
89090,llegada
89108,llegada
89157,llegada
89217,llegada
89244,llegada
89257,llegada
89268,llegada
89289,llegada
89326,llegada
89343,llegada
89350,llegada
89379,llegada
89423,llegada
89447,llegada
89466,llegada
89493,llegada
89524,llegada
89569,llegada
89576,llegada
89592,llegada
89637,llegada
89661,llegada
89680,llegada
89732,llegada
89805,llegada
89833,llegada
89844,llegada
89867,llegada
89896,llegada
89928,llegada
89959,llegada
89967,llegada
89990,llegada
90064,llegada
90111,llegada
90142,llegada
90183,llegada
90207,llegada
90238,llegada
90257,llegada
90285,llegada
90325,llegada
90333,llegada
90366,llegada
90411,llegada
90435,llegada
90457,llegada
90494,choque
90506,llegada
90520,llegada
90559,llegada
90560,llegada
90583,llegada
90617,llegada
90657,llegada
90691,llegada
90722,llegada
90749,llegada
90779,llegada
90801,llegada
90819,llegada
90823,choque
90850,llegada
90857,choque
90885,llegada
90921,llegada
90964,llegada
91004,llegada
91041,llegada
91064,llegada
91067,choque
91086,llegada
91156,llegada
91207,llegada
91217,choque
91236,choque
91256,llegada
91295,llegada
91332,llegada
91343,llegada
91394,llegada
91403,llegada
91434,choque
91455,llegada
91489,llegada
91499,llegada
91527,llegada
91553,llegada
91609,llegada
91623,llegada
91653,llegada
91669,llegada
91716,choque
91734,llegada
91792,llegada
91807,llegada
91827,llegada
91853,llegada
91863,choque
91872,llegada
91892,llegada
91927,choque
91941,choque
92008,choque
92034,llegada
92072,llegada
92112,llegada
92148,llegada
92220,llegada
92252,llegada
92259,choque
92299,llegada
92325,llegada
92336,llegada
92383,llegada
92387,llegada
92431,llegada
92499,llegada
92530,llegada
92545,llegada
92561,llegada
92581,llegada
92608,llegada
92611,llegada
92685,llegada
92694,llegada
92727,llegada
92748,llegada
92769,llegada
92793,llegada
92796,choque
92840,llegada
92867,llegada
92876,llegada
92884,choque
92912,llegada
92985,llegada
93020,llegada
93061,llegada
93092,llegada
93117,llegada
93145,llegada
93151,llegada
93169,llegada
93201,llegada
93221,llegada
93241,llegada
93258,llegada
93293,llegada
93322,llegada
93351,llegada
93363,llegada
93390,llegada
93433,llegada
93445,llegada
93471,llegada
93520,llegada
93545,llegada
93578,llegada
93585,llegada
93592,llegada
93656,llegada
93690,llegada
93749,llegada
93774,llegada
93795,llegada
93826,llegada
93844,llegada
93863,llegada
93867,choque
93882,llegada
93886,llegada
93905,llegada
93924,llegada
93934,llegada
93938,choque
93972,llegada
93996,llegada
94041,llegada
94064,llegada
94075,llegada
94112,choque
94118,choque
94144,llegada
94193,llegada
94240,llegada
94250,llegada
94284,llegada
94310,llegada
94377,llegada
94392,llegada
94451,llegada
94471,llegada
94489,llegada
94499,llegada
94517,llegada
94551,llegada
94612,llegada
94644,llegada
94660,llegada
94666,choque
94672,llegada
94681,llegada
94694,llegada
94718,llegada
94721,llegada
94739,llegada
94786,llegada
94808,llegada
94820,llegada
94848,llegada
94878,llegada
94907,llegada
94938,llegada
94953,llegada
94996,llegada
95019,llegada
95052,llegada
95071,llegada
95129,llegada
95145,llegada
95179,llegada
95209,llegada
95233,llegada
95260,llegada
95263,llegada
95282,llegada
95336,llegada
95379,llegada
95391,llegada
95430,llegada
95451,llegada
95460,llegada
95465,llegada
95475,llegada
95476,llegada
95496,llegada
95519,llegada
95575,llegada
95606,llegada
95621,llegada
95636,llegada
95674,llegada
95731,llegada
95805,llegada
95866,llegada
95875,llegada
95897,llegada
95921,llegada
95954,llegada
95964,llegada
95975,llegada
95982,choque
96005,llegada
96054,llegada
96091,choque
96112,llegada
96139,llegada
96146,llegada
96192,llegada
96240,llegada
96289,llegada
96352,llegada
96374,llegada
96423,llegada
96440,llegada
96471,llegada
96475,choque
96520,llegada
96532,llegada
96575,llegada
96589,llegada
96632,llegada
96641,llegada
96668,llegada
96683,llegada
96731,llegada
