#{"t_start": 1749572939.148941, "env_id": "None"}
r,l,t
100.0,128,1231.858399
100.0,70,1233.088688
100.0,36,1233.726475
100.0,67,1234.864836
-100.0,17,1235.155573
100.0,83,1236.524645
100.0,20,1236.859614
100.0,55,1237.849674
-100.0,13,1238.085433
100.0,47,1238.88694
100.0,135,1241.190439
100.0,42,1241.896293
100.0,34,1242.501654
100.0,8,1242.654766
100.0,93,1244.275842
100.0,24,1244.677377
100.0,40,1245.347454
100.0,50,1246.186452
100.0,31,1246.790099
100.0,45,1247.647979
100.0,52,1248.778555
-100.0,27,1249.316814
100.0,1,1249.347423
100.0,60,1250.558264
100.0,21,1250.958053
100.0,79,1252.588969
100.0,25,1253.108856
100.0,133,1255.669708
100.0,72,1256.909716
100.0,28,1257.373144
100.0,55,1258.316912
100.0,111,1260.2618
100.0,63,1261.338631
100.0,35,1261.940113
100.0,26,1262.385507
100.0,72,1263.601112
100.0,142,1266.001546
100.0,129,1270.011564
100.0,62,1271.043416
100.0,51,1271.895861
100.0,65,1272.991745
100.0,45,1273.750058
100.0,6,1273.862434
100.0,65,1274.940273
100.0,120,1277.089238
100.0,25,1277.519536
100.0,87,1278.957572
100.0,43,1279.723959
100.0,48,1280.612192
100.0,83,1282.101851
100.0,122,1284.213934
100.0,114,1286.1064
100.0,138,1288.41741
100.0,47,1289.202596
100.0,37,1289.811456
100.0,88,1291.266364
100.0,58,1292.220794
100.0,88,1293.681665
100.0,84,1295.081381
100.0,64,1296.160214
100.0,62,1297.203637
100.0,56,1298.135635
100.0,21,1298.495638
100.0,71,1299.789916
100.0,30,1300.34292
100.0,9,1300.493943
100.0,62,1301.551858
100.0,32,1302.086522
100.0,86,1305.271443
100.0,96,1306.92759
100.0,75,1308.257541
100.0,48,1309.147467
100.0,40,1309.864237
100.0,44,1310.676988
100.0,138,1321.110374
100.0,38,1321.734215
100.0,92,1323.274298
100.0,50,1324.106221
100.0,81,1325.470136
100.0,119,1327.469415
100.0,34,1328.043312
100.0,24,1328.449106
100.0,32,1328.996001
100.0,49,1329.871812
100.0,114,1331.772398
100.0,65,1332.842955
100.0,33,1333.396534
100.0,48,1334.207139
100.0,47,1335.044273
100.0,41,1335.770712
-100.0,54,1336.662955
-100.0,21,1337.028888
0.0,200,1340.362845
100.0,49,1341.193901
100.0,83,1342.586558
100.0,27,1343.046852
100.0,51,1343.88554
100.0,35,1344.463075
100.0,111,1346.288936
100.0,28,1346.765365
-100.0,13,1346.982732
100.0,48,1349.534252
100.0,86,1351.023055
-100.0,30,1351.529389
100.0,37,1352.168482
100.0,105,1353.945201
100.0,81,1355.351898
100.0,72,1356.57923
100.0,86,1357.990761
100.0,67,1359.104213
100.0,48,1359.931314
100.0,65,1361.088204
100.0,14,1361.347736
100.0,51,1362.258227
100.0,26,1362.721889
100.0,80,1364.121011
100.0,35,1364.753011
100.0,65,1365.921176
100.0,58,1366.934165
100.0,34,1367.534113
100.0,33,1368.149769
100.0,35,1368.729676
100.0,18,1369.036181
100.0,63,1370.081063
100.0,33,1370.653441
100.0,45,1371.463041
100.0,20,1371.822354
100.0,98,1373.441725
-100.0,40,1374.104857
100.0,104,1375.908278
100.0,23,1376.29624
100.0,116,1378.216801
100.0,56,1379.144022
100.0,50,1379.975919
100.0,114,1381.861156
100.0,70,1383.02617
100.0,10,1383.195898
100.0,76,1386.292869
100.0,44,1387.098022
100.0,67,1388.249197
100.0,66,1389.328585
100.0,139,1391.635943
100.0,39,1392.290275
100.0,47,1393.122455
100.0,89,1394.710814
100.0,17,1395.016621
